Age,Year,Population,Life_Expectancy
25,2024,7826.4,58.9
25,2025,9173.0,58.9
25,2026,9394.0,58.9
25,2027,8935.0,58.9
25,2028,8909.0,58.9
25,2029,8845.0,58.9
25,2030,8924.0,58.9
25,2031,8958.0,58.9
25,2032,9052.0,58.9
25,2033,9093.0,58.9
25,2034,9208.0,58.9
25,2035,9195.0,58.9
25,2036,9406.0,58.9
25,2037,9186.0,58.9
25,2038,9409.0,58.9
25,2039,9533.0,58.9
25,2040,9620.0,58.9
25,2041,9483.0,58.9
25,2042,9501.0,58.9
25,2043,9551.0,58.9
25,2044,9549.0,58.9
25,2045,9525.0,58.9
25,2046,9565.0,58.9
25,2047,9705.0,58.9
25,2048,9728.0,58.9
25,2049,10057.0,58.9
25,2050,10139.0,58.9
25,2051,10187.0,58.9
25,2052,10222.0,58.9
25,2053,10245.0,58.9
25,2054,10262.0,58.9
25,2055,10267.0,58.9
25,2056,10259.0,58.9
25,2057,10237.0,58.9
25,2058,10208.0,58.9
25,2059,10173.0,58.9
25,2060,10136.0,58.9
25,2061,10097.0,58.9
25,2062,10062.0,58.9
25,2063,10031.0,58.9
25,2064,10003.0,58.9
25,2065,9980.0,58.9
25,2066,9964.0,58.9
25,2067,9950.0,58.9
25,2068,9942.0,58.9
25,2069,9938.0,58.9
25,2070,9937.0,58.9
25,2071,9938.0,58.9
25,2072,9940.0,58.9
25,2073,9943.0,58.9
25,2074,9947.0,58.9
25,2075,9953.0,58.9
25,2076,9959.0,58.9
25,2077,9966.0,58.9
25,2078,9975.0,58.9
25,2079,9986.0,58.9
25,2080,9999.0,58.9
25,2081,10011.0,58.9
25,2082,10022.0,58.9
25,2083,10032.0,58.9
25,2084,10038.0,58.9
25,2085,10041.0,58.9
25,2086,10041.0,58.9
25,2087,10035.0,58.9
25,2088,10026.0,58.9
25,2089,10012.0,58.9
25,2090,9995.0,58.9
25,2091,9976.0,58.9
25,2092,9953.0,58.9
25,2093,9928.0,58.9
25,2094,9901.0,58.9
25,2095,9875.0,58.9
25,2096,9850.0,58.9
25,2097,9825.0,58.9
25,2098,9803.0,58.9
25,2099,9782.0,58.9
25,2100,9763.0,58.9
26,1960,4558.8,46.3
26,1961,4585.6,46.3
26,1965,4524.6,46.3
26,1967,4589.8,46.3
26,1970,4475.0,46.3
26,1971,4451.6,46.3
26,1972,4732.6,46.8
26,1973,4860.6,46.9
26,1974,5137.2,46.9
26,1975,5467.2,46.9
26,1976,5741.8,47.0
26,1977,5745.2,47.9
26,1978,5833.0,47.9
26,1979,5872.8,48.7
26,1980,5734.2,48.6
26,1981,5828.6,48.7
26,1982,5949.8,48.6
26,1983,5996.0,49.1
26,1984,6060.2,49.1
26,1985,6068.2,49.4
26,1986,6143.2,49.9
26,1987,6258.8,49.8
26,1988,6321.6,50.5
26,1989,6407.8,50.4
26,1990,6524.8,50.9
26,1991,6653.2,51.3
26,1992,6716.8,50.7
26,1993,6787.6,51.4
26,1994,6712.8,51.8
26,1995,6659.4,51.9
26,1996,6579.4,51.9
26,1997,6546.6,52.1
26,1998,6459.8,52.2
26,1999,6332.8,52.9
26,2000,6235.8,52.9
26,2001,6256.0,53.1
26,2002,6139.2,53.2
26,2003,6040.8,52.7
26,2004,6089.8,54.1
26,2005,6111.0,54.3
26,2006,6221.4,54.0
26,2007,6381.6,54.1
26,2008,6581.8,55.3
26,2009,6778.8,55.4
26,2010,6940.0,55.4
26,2011,7056.4,55.7
26,2012,7323.6,56.0
26,2013,7513.2,56.5
26,2014,7788.0,56.8
26,2015,8039.2,56.9
26,2016,8381.6,57.2
26,2017,8633.0,56.7
26,2018,8944.8,56.9
26,2019,9225.0,57.3
26,2020,9514.6,56.8
26,2021,9520.0,57.2
26,2022,9756.6,57.6
26,2023,10064.2,57.9
26,2024,10207.0,57.9
26,2025,9625.0,57.9
26,2026,9639.0,57.9
26,2027,9837.0,57.9
26,2028,9355.0,57.9
26,2029,9321.0,57.9
26,2030,9249.0,57.9
26,2031,9320.0,57.9
26,2032,9346.0,57.9
26,2033,9430.0,57.9
26,2034,9463.0,57.9
26,2035,9575.0,57.9
26,2036,9555.0,57.9
26,2037,9758.0,57.9
26,2038,9531.0,57.9
26,2039,9748.0,57.9
26,2040,9865.0,57.9
26,2041,9944.0,57.9
26,2042,9802.0,57.9
26,2043,9813.0,57.9
26,2044,9857.0,57.9
26,2045,9849.0,57.9
26,2046,9819.0,57.9
26,2047,9855.0,57.9
26,2048,9988.0,57.9
26,2049,10006.0,57.9
26,2050,10331.0,57.9
26,2051,10407.0,57.9
26,2052,10450.0,57.9
26,2053,10481.0,57.9
26,2054,10499.0,57.9
26,2055,10511.0,57.9
26,2056,10514.0,57.9
26,2057,10501.0,57.9
26,2058,10477.0,57.9
26,2059,10444.0,57.9
26,2060,10405.0,57.9
26,2061,10364.0,57.9
26,2062,10322.0,57.9
26,2063,10284.0,57.9
26,2064,10247.0,57.9
26,2065,10216.0,57.9
26,2066,10191.0,57.9
26,2067,10169.0,57.9
26,2068,10151.0,57.9
26,2069,10139.0,57.9
26,2070,10133.0,57.9
26,2071,10128.0,57.9
26,2072,10126.0,57.9
26,2073,10126.0,57.9
26,2074,10126.0,57.9
26,2075,10127.0,57.9
26,2076,10131.0,57.9
26,2077,10134.0,57.9
26,2078,10140.0,57.9
26,2079,10147.0,57.9
26,2080,10157.0,57.9
26,2081,10167.0,57.9
26,2082,10176.0,57.9
26,2083,10185.0,57.9
26,2084,10193.0,57.9
26,2085,10197.0,57.9
26,2086,10199.0,57.9
26,2087,10197.0,57.9
26,2088,10190.0,57.9
26,2089,10180.0,57.9
26,2090,10166.0,57.9
26,2091,10147.0,57.9
26,2092,10125.0,57.9
26,2093,10101.0,57.9
26,2094,10074.0,57.9
26,2095,10046.0,57.9
26,2096,10019.0,57.9
26,2097,9991.0,57.9
26,2098,9965.0,57.9
26,2099,9941.0,57.9
26,2100,9918.0,57.9
27,1960,4558.8,45.3
27,1961,4585.6,45.3
27,1965,4524.6,45.3
27,1967,4589.8,45.3
27,1970,4475.0,45.3
27,1971,4451.6,45.3
27,1972,4732.6,45.9
27,1973,4860.6,46.0
27,1974,5137.2,46.0
27,1975,5467.2,46.0
27,1976,5741.8,46.0
27,1977,5745.2,46.9
27,1978,5833.0,47.0
27,1979,5872.8,47.7
27,1980,5734.2,47.7
27,1981,5828.6,47.8
27,1982,5949.8,47.7
27,1983,5996.0,48.1
27,1984,6060.2,48.2
27,1985,6068.2,48.5
27,1986,6143.2,48.9
27,1987,6258.8,48.9
27,1988,6321.6,49.6
27,1989,6407.8,49.5
27,1990,6524.8,50.0
27,1991,6653.2,50.3
27,1992,6716.8,49.7
27,1993,6787.6,50.4
27,1994,6712.8,50.8
27,1995,6659.4,50.9
27,1996,6579.4,50.9
27,1997,6546.6,51.1
27,1998,6459.8,51.3
27,1999,6332.8,52.0
27,2000,6235.8,51.9
27,2001,6256.0,52.2
27,2002,6139.2,52.2
27,2003,6040.8,51.7
27,2004,6089.8,53.1
27,2005,6111.0,53.3
27,2006,6221.4,53.0
27,2007,6381.6,53.2
27,2008,6581.8,54.3
27,2009,6778.8,54.4
27,2010,6940.0,54.5
27,2011,7056.4,54.8
27,2012,7323.6,55.0
27,2013,7513.2,55.5
27,2014,7788.0,55.8
27,2015,8039.2,55.9
27,2016,8381.6,56.3
27,2017,8633.0,55.7
27,2018,8944.8,55.9
27,2019,9225.0,56.3
27,2020,9514.6,55.8
27,2021,9520.0,56.2
27,2022,9756.6,56.7
27,2023,10064.2,56.9
27,2024,10207.0,56.9
27,2025,10391.0,56.9
27,2026,10035.0,56.9
27,2027,10029.0,56.9
27,2028,10207.0,56.9
27,2029,9717.0,56.9
27,2030,9676.0,56.9
27,2031,9597.0,56.9
27,2032,9659.0,56.9
27,2033,9679.0,56.9
27,2034,9754.0,56.9
27,2035,9784.0,56.9
27,2036,9889.0,56.9
27,2037,9861.0,56.9
27,2038,10058.0,56.9
27,2039,9824.0,56.9
27,2040,10034.0,56.9
27,2041,10146.0,56.9
27,2042,10220.0,56.9
27,2043,10070.0,56.9
27,2044,10076.0,56.9
27,2045,10116.0,56.9
27,2046,10102.0,56.9
27,2047,10067.0,56.9
27,2048,10096.0,56.9
27,2049,10226.0,56.9
27,2050,10239.0,56.9
27,2051,10559.0,56.9
27,2052,10631.0,56.9
27,2053,10670.0,56.9
27,2054,10696.0,56.9
27,2055,10710.0,56.9
27,2056,10721.0,56.9
27,2057,10718.0,56.9
27,2058,10703.0,56.9
27,2059,10675.0,56.9
27,2060,10639.0,56.9
27,2061,10598.0,56.9
27,2062,10553.0,56.9
27,2063,10509.0,56.9
27,2064,10466.0,56.9
27,2065,10426.0,56.9
27,2066,10391.0,56.9
27,2067,10362.0,56.9
27,2068,10337.0,56.9
27,2069,10317.0,56.9
27,2070,10303.0,56.9
27,2071,10294.0,56.9
27,2072,10286.0,56.9
27,2073,10282.0,56.9
27,2074,10280.0,56.9
27,2075,10278.0,56.9
27,2076,10277.0,56.9
27,2077,10278.0,56.9
27,2078,10280.0,56.9
27,2079,10283.0,56.9
27,2080,10290.0,56.9
27,2081,10297.0,56.9
27,2082,10305.0,56.9
27,2083,10314.0,56.9
27,2084,10321.0,56.9
27,2085,10327.0,56.9
27,2086,10331.0,56.9
27,2087,10331.0,56.9
27,2088,10328.0,56.9
27,2089,10321.0,56.9
27,2090,10310.0,56.9
27,2091,10294.0,56.9
27,2092,10274.0,56.9
27,2093,10251.0,56.9
27,2094,10225.0,56.9
27,2095,10197.0,56.9
27,2096,10168.0,56.9
27,2097,10139.0,56.9
27,2098,10111.0,56.9
27,2099,10083.0,56.9
27,2100,10058.0,56.9
28,1960,4558.8,44.3
28,1961,4585.6,44.3
28,1965,4524.6,44.3
28,1967,4589.8,44.3
28,1970,4475.0,44.3
28,1971,4451.6,44.3
28,1972,4732.6,44.9
28,1973,4860.6,45.1
28,1974,5137.2,45.1
28,1975,5467.2,45.0
28,1976,5741.8,45.1
28,1977,5745.2,46.0
28,1978,5833.0,46.1
28,1979,5872.8,46.8
28,1980,5734.2,46.7
28,1981,5828.6,46.8
28,1982,5949.8,46.8
28,1983,5996.0,47.2
28,1984,6060.2,47.2
28,1985,6068.2,47.5
28,1986,6143.2,47.9
28,1987,6258.8,47.9
28,1988,6321.6,48.7
28,1989,6407.8,48.5
28,1990,6524.8,49.0
28,1991,6653.2,49.4
28,1992,6716.8,48.8
28,1993,6787.6,49.4
28,1994,6712.8,49.9
28,1995,6659.4,50.0
28,1996,6579.4,50.0
28,1997,6546.6,50.1
28,1998,6459.8,50.3
28,1999,6332.8,51.0
28,2000,6235.8,51.0
28,2001,6256.0,51.2
28,2002,6139.2,51.3
28,2003,6040.8,50.8
28,2004,6089.8,52.2
28,2005,6111.0,52.3
28,2006,6221.4,52.0
28,2007,6381.6,52.2
28,2008,6581.8,53.4
28,2009,6778.8,53.4
28,2010,6940.0,53.5
28,2011,7056.4,53.8
28,2012,7323.6,54.0
28,2013,7513.2,54.5
28,2014,7788.0,54.8
28,2015,8039.2,54.9
28,2016,8381.6,55.3
28,2017,8633.0,54.7
28,2018,8944.8,54.9
28,2019,9225.0,55.3
28,2020,9514.6,54.8
28,2021,9520.0,55.2
28,2022,9756.6,55.7
28,2023,10064.2,55.9
28,2024,10207.0,55.9
28,2025,10653.0,55.9
28,2026,10754.0,55.9
28,2027,10382.0,55.9
28,2028,10360.0,55.9
28,2029,10530.0,55.9
28,2030,10033.0,55.9
28,2031,9985.0,55.9
28,2032,9899.0,55.9
28,2033,9955.0,55.9
28,2034,9968.0,55.9
28,2035,10038.0,55.9
28,2036,10061.0,55.9
28,2037,10159.0,55.9
28,2038,10126.0,55.9
28,2039,10316.0,55.9
28,2040,10076.0,55.9
28,2041,10280.0,55.9
28,2042,10386.0,55.9
28,2043,10455.0,55.9
28,2044,10301.0,55.9
28,2045,10301.0,55.9
28,2046,10335.0,55.9
28,2047,10318.0,55.9
28,2048,10278.0,55.9
28,2049,10302.0,55.9
28,2050,10427.0,55.9
28,2051,10437.0,55.9
28,2052,10752.0,55.9
28,2053,10821.0,55.9
28,2054,10856.0,55.9
28,2055,10878.0,55.9
28,2056,10891.0,55.9
28,2057,10897.0,55.9
28,2058,10892.0,55.9
28,2059,10875.0,55.9
28,2060,10845.0,55.9
28,2061,10805.0,55.9
28,2062,10762.0,55.9
28,2063,10715.0,55.9
28,2064,10666.0,55.9
28,2065,10621.0,55.9
28,2066,10578.0,55.9
28,2067,10539.0,55.9
28,2068,10508.0,55.9
28,2069,10480.0,55.9
28,2070,10458.0,55.9
28,2071,10442.0,55.9
28,2072,10430.0,55.9
28,2073,10420.0,55.9
28,2074,10414.0,55.9
28,2075,10411.0,55.9
28,2076,10408.0,55.9
28,2077,10405.0,55.9
28,2078,10404.0,55.9
28,2079,10405.0,55.9
28,2080,10408.0,55.9
28,2081,10412.0,55.9
28,2082,10418.0,55.9
28,2083,10425.0,55.9
28,2084,10433.0,55.9
28,2085,10438.0,55.9
28,2086,10444.0,55.9
28,2087,10446.0,55.9
28,2088,10446.0,55.9
28,2089,10443.0,55.9
28,2090,10436.0,55.9
28,2091,10423.0,55.9
28,2092,10407.0,55.9
28,2093,10386.0,55.9
28,2094,10363.0,55.9
28,2095,10336.0,55.9
28,2096,10307.0,55.9
28,2097,10277.0,55.9
28,2098,10247.0,55.9
28,2099,10217.0,55.9
28,2100,10189.0,55.9
29,1960,4558.8,43.4
29,1961,4585.6,43.4
29,1965,4524.6,43.4
29,1967,4589.8,43.4
29,1970,4475.0,43.4
29,1971,4451.6,43.4
29,1972,4732.6,43.9
29,1973,4860.6,44.1
29,1974,5137.2,44.1
29,1975,5467.2,44.1
29,1976,5741.8,44.1
29,1977,5745.2,45.0
29,1978,5833.0,45.1
29,1979,5872.8,45.9
29,1980,5734.2,45.8
29,1981,5828.6,45.9
29,1982,5949.8,45.8
29,1983,5996.0,46.3
29,1984,6060.2,46.3
29,1985,6068.2,46.6
29,1986,6143.2,47.0
29,1987,6258.8,47.0
29,1988,6321.6,47.7
29,1989,6407.8,47.6
29,1990,6524.8,48.0
29,1991,6653.2,48.4
29,1992,6716.8,47.8
29,1993,6787.6,48.5
29,1994,6712.8,48.9
29,1995,6659.4,49.0
29,1996,6579.4,49.0
29,1997,6546.6,49.2
29,1998,6459.8,49.4
29,1999,6332.8,50.0
29,2000,6235.8,50.1
29,2001,6256.0,50.2
29,2002,6139.2,50.3
29,2003,6040.8,49.8
29,2004,6089.8,51.2
29,2005,6111.0,51.3
29,2006,6221.4,51.1
29,2007,6381.6,51.2
29,2008,6581.8,52.4
29,2009,6778.8,52.4
29,2010,6940.0,52.5
29,2011,7056.4,52.8
29,2012,7323.6,53.1
29,2013,7513.2,53.6
29,2014,7788.0,53.9
29,2015,8039.2,53.9
29,2016,8381.6,54.3
29,2017,8633.0,53.8
29,2018,8944.8,54.0
29,2019,9225.0,54.4
29,2020,9514.6,53.8
29,2021,9520.0,54.2
29,2022,9756.6,54.7
29,2023,10064.2,55.0
29,2024,10207.0,55.0
29,2025,10751.0,55.0
29,2026,10988.0,55.0
29,2027,11075.0,55.0
29,2028,10689.0,55.0
29,2029,10659.0,55.0
29,2030,10823.0,55.0
29,2031,10320.0,55.0
29,2032,10265.0,55.0
29,2033,10172.0,55.0
29,2034,10222.0,55.0
29,2035,10230.0,55.0
29,2036,10294.0,55.0
29,2037,10311.0,55.0
29,2038,10404.0,55.0
29,2039,10364.0,55.0
29,2040,10549.0,55.0
29,2041,10304.0,55.0
29,2042,10503.0,55.0
29,2043,10604.0,55.0
29,2044,10667.0,55.0
29,2045,10508.0,55.0
29,2046,10504.0,55.0
29,2047,10534.0,55.0
29,2048,10511.0,55.0
29,2049,10468.0,55.0
29,2050,10488.0,55.0
29,2051,10609.0,55.0
29,2052,10615.0,55.0
29,2053,10927.0,55.0
29,2054,10991.0,55.0
29,2055,11024.0,55.0
29,2056,11045.0,55.0
29,2057,11053.0,55.0
29,2058,11058.0,55.0
29,2059,11051.0,55.0
29,2060,11031.0,55.0
29,2061,10998.0,55.0
29,2062,10957.0,55.0
29,2063,10910.0,55.0
29,2064,10860.0,55.0
29,2065,10809.0,55.0
29,2066,10760.0,55.0
29,2067,10715.0,55.0
29,2068,10674.0,55.0
29,2069,10639.0,55.0
29,2070,10610.0,55.0
29,2071,10585.0,55.0
29,2072,10568.0,55.0
29,2073,10554.0,55.0
29,2074,10544.0,55.0
29,2075,10535.0,55.0
29,2076,10530.0,55.0
29,2077,10525.0,55.0
29,2078,10522.0,55.0
29,2079,10521.0,55.0
29,2080,10520.0,55.0
29,2081,10521.0,55.0
29,2082,10524.0,55.0
29,2083,10529.0,55.0
29,2084,10535.0,55.0
29,2085,10542.0,55.0
29,2086,10548.0,55.0
29,2087,10552.0,55.0
29,2088,10554.0,55.0
29,2089,10554.0,55.0
29,2090,10550.0,55.0
29,2091,10542.0,55.0
29,2092,10529.0,55.0
29,2093,10511.0,55.0
29,2094,10490.0,55.0
29,2095,10465.0,55.0
29,2096,10438.0,55.0
29,2097,10409.0,55.0
29,2098,10378.0,55.0
29,2099,10347.0,55.0
29,2100,10317.0,55.0
30,1960,4558.8,42.4
30,1961,4585.6,42.4
30,1965,4524.6,42.4
30,1967,4589.8,42.4
30,1970,4475.0,42.4
30,1971,4451.6,42.4
30,1972,4732.6,43.0
30,1973,4860.6,43.2
30,1974,5137.2,43.1
30,1975,5467.2,43.2
30,1976,5741.8,43.1
30,1977,5745.2,44.1
30,1978,5833.0,44.2
30,1979,5872.8,44.9
30,1980,5734.2,44.8
30,1981,5828.6,44.9
30,1982,5949.8,44.8
30,1983,5996.0,45.3
30,1984,6060.2,45.4
30,1985,6068.2,45.7
30,1986,6143.2,46.0
30,1987,6258.8,46.0
30,1988,6321.6,46.8
30,1989,6407.8,46.6
30,1990,6524.8,47.1
30,1991,6653.2,47.4
30,1992,6716.8,46.9
30,1993,6787.6,47.5
30,1994,6712.8,48.0
30,1995,6659.4,48.1
30,1996,6579.4,48.1
30,1997,6546.6,48.2
30,1998,6459.8,48.4
30,1999,6332.8,49.1
30,2000,6235.8,49.1
30,2001,6256.0,49.3
30,2002,6139.2,49.3
30,2003,6040.8,48.8
30,2004,6089.8,50.2
30,2005,6111.0,50.4
30,2006,6221.4,50.1
30,2007,6381.6,50.3
30,2008,6581.8,51.5
30,2009,6778.8,51.5
30,2010,6940.0,51.5
30,2011,7056.4,51.8
30,2012,7323.6,52.1
30,2013,7513.2,52.6
30,2014,7788.0,52.9
30,2015,8039.2,53.0
30,2016,8381.6,53.3
30,2017,8633.0,52.8
30,2018,8944.8,53.0
30,2019,9225.0,53.4
30,2020,9514.6,52.8
30,2021,9520.0,53.2
30,2022,9756.6,53.7
30,2023,10064.2,54.0
30,2024,10207.0,54.0
30,2025,10943.0,54.0
30,2026,11045.0,54.0
30,2027,11270.0,54.0
30,2028,11344.0,54.0
30,2029,10951.0,54.0
30,2030,10916.0,54.0
30,2031,11073.0,54.0
30,2032,10565.0,54.0
30,2033,10504.0,54.0
30,2034,10406.0,54.0
30,2035,10452.0,54.0
30,2036,10454.0,54.0
30,2037,10512.0,54.0
30,2038,10523.0,54.0
30,2039,10611.0,54.0
30,2040,10566.0,54.0
30,2041,10746.0,54.0
30,2042,10497.0,54.0
30,2043,10691.0,54.0
30,2044,10788.0,54.0
30,2045,10847.0,54.0
30,2046,10684.0,54.0
30,2047,10676.0,54.0
30,2048,10702.0,54.0
30,2049,10676.0,54.0
30,2050,10629.0,54.0
30,2051,10646.0,54.0
30,2052,10764.0,54.0
30,2053,10766.0,54.0
30,2054,11075.0,54.0
30,2055,11137.0,54.0
30,2056,11168.0,54.0
30,2057,11185.0,54.0
30,2058,11193.0,54.0
30,2059,11195.0,54.0
30,2060,11186.0,54.0
30,2061,11164.0,54.0
30,2062,11128.0,54.0
30,2063,11086.0,54.0
30,2064,11036.0,54.0
30,2065,10983.0,54.0
30,2066,10931.0,54.0
30,2067,10880.0,54.0
30,2068,10831.0,54.0
30,2069,10788.0,54.0
30,2070,10752.0,54.0
30,2071,10722.0,54.0
30,2072,10695.0,54.0
30,2073,10676.0,54.0
30,2074,10662.0,54.0
30,2075,10649.0,54.0
30,2076,10641.0,54.0
30,2077,10634.0,54.0
30,2078,10628.0,54.0
30,2079,10624.0,54.0
30,2080,10623.0,54.0
30,2081,10621.0,54.0
30,2082,10621.0,54.0
30,2083,10624.0,54.0
30,2084,10628.0,54.0
30,2085,10633.0,54.0
30,2086,10639.0,54.0
30,2087,10644.0,54.0
30,2088,10649.0,54.0
30,2089,10651.0,54.0
30,2090,10651.0,54.0
30,2091,10647.0,54.0
30,2092,10637.0,54.0
30,2093,10625.0,54.0
30,2094,10607.0,54.0
30,2095,10584.0,54.0
30,2096,10559.0,54.0
30,2097,10532.0,54.0
30,2098,10501.0,54.0
30,2099,10470.0,54.0
30,2100,10438.0,54.0
31,1960,5002.0,41.5
31,1961,5031.4,41.5
31,1965,4599.8,41.5
31,1967,4666.2,41.5
31,1970,4644.2,41.5
31,1971,4672.8,41.5
31,1972,4729.4,42.1
31,1973,4799.0,42.3
31,1974,4907.8,42.2
31,1975,4961.8,42.2
31,1976,5007.2,42.2
31,1977,5173.4,43.1
31,1978,5261.2,43.2
31,1979,5421.4,44.0
31,1980,5535.2,43.8
31,1981,5684.8,44.0
31,1982,5698.0,43.9
31,1983,5729.2,44.3
31,1984,5769.4,44.4
31,1985,5857.4,44.7
31,1986,5944.8,45.1
31,1987,6114.6,45.1
31,1988,6208.0,45.8
31,1989,6328.0,45.7
31,1990,6439.2,46.2
31,1991,6560.4,46.5
31,1992,6719.2,45.9
31,1993,6839.4,46.6
31,1994,7002.6,47.0
31,1995,7135.0,47.1
31,1996,7294.2,47.1
31,1997,7366.4,47.3
31,1998,7428.6,47.5
31,1999,7371.8,48.2
31,2000,7365.4,48.2
31,2001,7565.4,48.3
31,2002,7525.2,48.4
31,2003,7380.4,47.8
31,2004,7258.8,49.3
31,2005,7115.2,49.4
31,2006,7109.6,49.1
31,2007,7049.0,49.3
31,2008,7124.4,50.5
31,2009,7322.6,50.5
31,2010,7466.6,50.6
31,2011,7571.8,50.9
31,2012,7939.4,51.1
31,2013,8221.0,51.6
31,2014,8423.6,51.9
31,2015,8671.0,52.0
31,2016,8880.2,52.3
31,2017,9090.6,51.8
31,2018,9254.4,52.0
31,2019,9572.6,52.4
31,2020,9886.6,51.8
31,2021,10210.0,52.3
31,2022,10384.0,52.7
31,2023,10751.0,53.0
31,2024,10948.6,53.0
31,2025,11123.0,53.0
31,2026,11215.0,53.0
31,2027,11307.0,53.0
31,2028,11520.0,53.0
31,2029,11589.0,53.0
31,2030,11190.0,53.0
31,2031,11149.0,53.0
31,2032,11301.0,53.0
31,2033,10788.0,53.0
31,2034,10721.0,53.0
31,2035,10619.0,53.0
31,2036,10659.0,53.0
31,2037,10656.0,53.0
31,2038,10710.0,53.0
31,2039,10716.0,53.0
31,2040,10798.0,53.0
31,2041,10749.0,53.0
31,2042,10924.0,53.0
31,2043,10671.0,53.0
31,2044,10861.0,53.0
31,2045,10954.0,53.0
31,2046,11008.0,53.0
31,2047,10842.0,53.0
31,2048,10831.0,53.0
31,2049,10853.0,53.0
31,2050,10824.0,53.0
31,2051,10774.0,53.0
31,2052,10788.0,53.0
31,2053,10903.0,53.0
31,2054,10902.0,53.0
31,2055,11209.0,53.0
31,2056,11269.0,53.0
31,2057,11297.0,53.0
31,2058,11313.0,53.0
31,2059,11319.0,53.0
31,2060,11319.0,53.0
31,2061,11308.0,53.0
31,2062,11284.0,53.0
31,2063,11248.0,53.0
31,2064,11201.0,53.0
31,2065,11150.0,53.0
31,2066,11095.0,53.0
31,2067,11039.0,53.0
31,2068,10986.0,53.0
31,2069,10937.0,53.0
31,2070,10892.0,53.0
31,2071,10854.0,53.0
31,2072,10823.0,53.0
31,2073,10796.0,53.0
31,2074,10775.0,53.0
31,2075,10759.0,53.0
31,2076,10747.0,53.0
31,2077,10737.0,53.0
31,2078,10729.0,53.0
31,2079,10723.0,53.0
31,2080,10718.0,53.0
31,2081,10715.0,53.0
31,2082,10713.0,53.0
31,2083,10712.0,53.0
31,2084,10714.0,53.0
31,2085,10718.0,53.0
31,2086,10723.0,53.0
31,2087,10728.0,53.0
31,2088,10734.0,53.0
31,2089,10739.0,53.0
31,2090,10741.0,53.0
31,2091,10740.0,53.0
31,2092,10735.0,53.0
31,2093,10726.0,53.0
31,2094,10713.0,53.0
31,2095,10695.0,53.0
31,2096,10672.0,53.0
31,2097,10647.0,53.0
31,2098,10618.0,53.0
31,2099,10587.0,53.0
31,2100,10556.0,53.0
32,1960,5002.0,40.6
32,1961,5031.4,40.6
32,1965,4599.8,40.6
32,1967,4666.2,40.6
32,1970,4644.2,40.6
32,1971,4672.8,40.6
32,1972,4729.4,41.1
32,1973,4799.0,41.3
32,1974,4907.8,41.2
32,1975,4961.8,41.3
32,1976,5007.2,41.3
32,1977,5173.4,42.2
32,1978,5261.2,42.2
32,1979,5421.4,43.0
32,1980,5535.2,42.9
32,1981,5684.8,43.1
32,1982,5698.0,42.9
32,1983,5729.2,43.4
32,1984,5769.4,43.5
32,1985,5857.4,43.8
32,1986,5944.8,44.1
32,1987,6114.6,44.1
32,1988,6208.0,44.9
32,1989,6328.0,44.7
32,1990,6439.2,45.2
32,1991,6560.4,45.5
32,1992,6719.2,45.0
32,1993,6839.4,45.6
32,1994,7002.6,46.1
32,1995,7135.0,46.2
32,1996,7294.2,46.1
32,1997,7366.4,46.3
32,1998,7428.6,46.5
32,1999,7371.8,47.2
32,2000,7365.4,47.2
32,2001,7565.4,47.3
32,2002,7525.2,47.4
32,2003,7380.4,46.9
32,2004,7258.8,48.3
32,2005,7115.2,48.4
32,2006,7109.6,48.1
32,2007,7049.0,48.4
32,2008,7124.4,49.5
32,2009,7322.6,49.5
32,2010,7466.6,49.6
32,2011,7571.8,49.9
32,2012,7939.4,50.2
32,2013,8221.0,50.7
32,2014,8423.6,51.0
32,2015,8671.0,51.0
32,2016,8880.2,51.4
32,2017,9090.6,50.8
32,2018,9254.4,51.0
32,2019,9572.6,51.4
32,2020,9886.6,50.9
32,2021,10210.0,51.3
32,2022,10384.0,51.7
32,2023,10751.0,52.0
32,2024,10948.6,52.0
32,2025,11294.0,52.0
32,2026,11382.0,52.0
32,2027,11462.0,52.0
32,2028,11544.0,52.0
32,2029,11752.0,52.0
32,2030,11815.0,52.0
32,2031,11411.0,52.0
32,2032,11365.0,52.0
32,2033,11512.0,52.0
32,2034,10993.0,52.0
32,2035,10923.0,52.0
32,2036,10816.0,52.0
32,2037,10852.0,52.0
32,2038,10844.0,52.0
32,2039,10893.0,52.0
32,2040,10894.0,52.0
32,2041,10972.0,52.0
32,2042,10920.0,52.0
32,2043,11091.0,52.0
32,2044,10833.0,52.0
32,2045,11019.0,52.0
32,2046,11109.0,52.0
32,2047,11159.0,52.0
32,2048,10990.0,52.0
32,2049,10976.0,52.0
32,2050,10995.0,52.0
32,2051,10962.0,52.0
32,2052,10909.0,52.0
32,2053,10920.0,52.0
32,2054,11032.0,52.0
32,2055,11030.0,52.0
32,2056,11335.0,52.0
32,2057,11392.0,52.0
32,2058,11419.0,52.0
32,2059,11434.0,52.0
32,2060,11437.0,52.0
32,2061,11435.0,52.0
32,2062,11423.0,52.0
32,2063,11397.0,52.0
32,2064,11358.0,52.0
32,2065,11310.0,52.0
32,2066,11257.0,52.0
32,2067,11199.0,52.0
32,2068,11142.0,52.0
32,2069,11087.0,52.0
32,2070,11036.0,52.0
32,2071,10991.0,52.0
32,2072,10952.0,52.0
32,2073,10918.0,52.0
32,2074,10890.0,52.0
32,2075,10868.0,52.0
32,2076,10852.0,52.0
