Age,Year,Life_Expectancy
77,2005,10.3
77,2006,10.2
77,2007,10.2
77,2008,10.7
77,2009,11.0
77,2010,10.9
77,2011,11.1
77,2012,11.3
77,2013,11.7
77,2014,12.0
77,2015,11.7
77,2016,12.1
77,2017,11.9
77,2018,11.7
77,2019,11.8
77,2020,11.2
77,2021,11.6
77,2022,11.9
77,2023,12.0
78,1971,6.4
78,1972,7.1
78,1973,6.9
78,1974,6.9
78,1975,6.9
78,1976,6.6
78,1977,7.4
78,1978,7.4
78,1979,8.0
78,1980,7.4
78,1981,7.4
78,1982,7.8
78,1983,7.4
78,1984,7.9
78,1985,7.9
78,1986,7.7
78,1987,7.9
78,1988,8.6
78,1989,8.1
78,1990,8.7
78,1991,8.7
78,1992,8.4
78,1993,8.5
78,1994,8.8
78,1995,9.3
78,1996,9.1
78,1997,9.0
78,1998,9.1
78,1999,9.4
78,2000,9.3
78,2001,9.3
78,2002,9.5
78,2003,8.7
78,2004,9.6
78,2005,9.7
78,2006,9.6
78,2007,9.6
78,2008,10.1
78,2009,10.3
78,2010,10.3
78,2011,10.5
78,2012,10.6
78,2013,11.0
78,2014,11.3
78,2015,11.1
78,2016,11.4
78,2017,11.3
78,2018,11.0
78,2019,11.1
78,2020,10.6
78,2021,11.0
78,2022,11.1
78,2023,11.3
79,1971,6.0
79,1972,6.6
79,1973,6.5
79,1974,6.5
79,1975,6.5
79,1976,6.2
79,1977,7.0
79,1978,7.0
79,1979,7.6
79,1980,6.9
79,1981,7.0
79,1982,7.4
79,1983,7.0
79,1984,7.5
79,1985,7.5
79,1986,7.2
79,1987,7.3
79,1988,8.3
79,1989,7.7
79,1990,8.2
79,1991,8.2
79,1992,8.0
79,1993,8.1
79,1994,8.4
79,1995,8.8
79,1996,8.7
79,1997,8.6
79,1998,8.6
79,1999,8.9
79,2000,8.8
79,2001,8.7
79,2002,9.0
79,2003,8.2
79,2004,9.1
79,2005,9.1
79,2006,9.1
79,2007,9.0
79,2008,9.5
79,2009,9.7
79,2010,9.7
79,2011,9.8
79,2012,10.0
79,2013,10.4
79,2014,10.6
79,2015,10.5
79,2016,10.7
79,2017,10.7
79,2018,10.4
79,2019,10.5
79,2020,9.9
79,2021,10.4
79,2022,10.5
79,2023,10.7
80,1971,5.6
80,1972,6.3
80,1973,6.0
80,1974,6.1
80,1975,6.2
80,1976,5.9
80,1977,6.7
80,1978,6.6
80,1979,7.3
80,1980,6.5
80,1981,6.6
80,1982,7.0
80,1983,6.7
80,1984,7.1
80,1985,7.1
80,1986,6.8
80,1987,6.9
80,1988,7.8
80,1989,7.2
80,1990,7.7
80,1991,7.7
80,1992,7.4
80,1993,7.6
80,1994,7.9
80,1995,8.3
80,1996,8.1
80,1997,8.1
80,1998,8.1
80,1999,8.5
80,2000,8.2
80,2001,8.2
80,2002,8.5
80,2003,7.6
80,2004,8.4
80,2005,8.6
80,2006,8.6
80,2007,8.4
80,2008,8.9
80,2009,9.1
80,2010,9.0
80,2011,9.2
80,2012,9.3
80,2013,9.8
80,2014,10.1
80,2015,9.8
80,2016,10.1
80,2017,10.0
80,2018,9.8
80,2019,9.9
80,2020,9.3
80,2021,9.8
80,2022,9.8
80,2023,10.1
81,1971,5.3
81,1972,5.8
81,1973,5.7
81,1974,5.8
81,1975,5.9
81,1976,5.5
81,1977,6.3
81,1978,6.2
81,1979,6.9
81,1980,6.2
81,1981,6.3
81,1982,6.8
81,1983,6.4
81,1984,6.8
81,1985,6.8
81,1986,6.5
81,1987,6.6
81,1988,7.5
81,1989,6.9
81,1990,7.2
81,1991,7.3
81,1992,7.0
81,1993,7.3
81,1994,7.5
81,1995,7.9
81,1996,7.7
81,1997,7.7
81,1998,7.6
81,1999,8.1
81,2000,7.9
81,2001,7.6
81,2002,8.0
81,2003,7.0
81,2004,7.8
81,2005,8.0
81,2006,8.0
81,2007,7.9
81,2008,8.4
81,2009,8.5
81,2010,8.4
81,2011,8.7
81,2012,8.7
81,2013,9.2
81,2014,9.5
81,2015,9.3
81,2016,9.4
81,2017,9.4
81,2018,9.1
81,2019,9.3
81,2020,8.7
81,2021,9.2
81,2022,9.2
81,2023,9.4
82,1971,5.0
82,1972,5.5
82,1973,5.4
82,1974,5.5
82,1975,5.7
82,1976,5.1
82,1977,6.0
82,1978,6.0
82,1979,6.7
82,1980,6.1
82,1981,6.1
82,1982,6.8
82,1983,6.1
82,1984,6.6
82,1985,6.4
82,1986,6.2
82,1987,6.3
82,1988,7.1
82,1989,6.6
82,1990,6.8
82,1991,6.8
82,1992,6.5
82,1993,6.9
82,1994,7.1
82,1995,7.4
82,1996,7.1
82,1997,7.2
82,1998,7.3
82,1999,7.6
82,2000,7.4
82,2001,7.2
82,2002,7.5
82,2003,6.5
82,2004,7.2
82,2005,7.4
82,2006,7.4
82,2007,7.4
82,2008,7.8
82,2009,7.9
82,2010,7.9
82,2011,8.1
82,2012,8.2
82,2013,8.6
82,2014,9.0
82,2015,8.8
82,2016,8.8
82,2017,8.8
82,2018,8.5
82,2019,8.7
82,2020,8.2
82,2021,8.5
82,2022,8.7
82,2023,8.9
83,1971,4.8
83,1972,5.2
83,1973,5.0
83,1974,5.2
83,1975,5.3
83,1976,4.9
83,1977,5.7
83,1978,5.7
83,1979,6.5
83,1980,6.0
83,1981,5.9
83,1982,6.5
83,1983,5.9
83,1984,6.4
83,1985,6.2
83,1986,5.9
83,1987,5.9
83,1988,6.9
83,1989,6.3
83,1990,6.5
83,1991,6.4
83,1992,6.1
83,1993,6.5
83,1994,6.7
83,1995,7.0
83,1996,6.8
83,1997,6.8
83,1998,6.9
83,1999,7.2
83,2000,7.1
83,2001,6.8
83,2002,7.1
83,2003,6.1
83,2004,6.8
83,2005,6.9
83,2006,6.9
83,2007,6.9
83,2008,7.3
83,2009,7.5
83,2010,7.5
83,2011,7.6
83,2012,7.7
83,2013,8.2
83,2014,8.5
83,2015,8.2
83,2016,8.3
83,2017,8.3
83,2018,8.0
83,2019,8.1
83,2020,7.6
83,2021,8.0
83,2022,8.1
83,2023,8.3
84,1971,4.6
84,1972,5.0
84,1973,4.7
84,1974,4.9
84,1975,5.0
84,1976,4.5
84,1977,5.5
84,1978,5.6
84,1979,6.5
84,1980,5.8
84,1981,5.7
84,1982,6.2
84,1983,5.8
84,1984,6.2
84,1985,6.1
84,1986,5.5
84,1987,5.7
84,1988,6.7
84,1989,6.0
84,1990,6.2
84,1991,6.0
84,1992,5.8
84,1993,6.2
84,1994,6.2
84,1995,6.7
84,1996,6.3
84,1997,6.4
84,1998,6.5
84,1999,6.8
84,2000,6.7
84,2001,6.3
84,2002,6.6
84,2003,5.6
84,2004,6.3
84,2005,6.4
84,2006,6.4
84,2007,6.5
84,2008,6.9
84,2009,7.1
84,2010,7.0
84,2011,7.2
84,2012,7.2
84,2013,7.8
84,2014,8.0
84,2015,7.6
84,2016,7.8
84,2017,7.7
84,2018,7.6
84,2019,7.6
84,2020,7.1
84,2021,7.5
84,2022,7.6
84,2023,7.7
85,1971,4.3
85,1972,4.8
85,1973,4.5
85,1974,4.7
85,1975,4.9
85,1976,4.3
85,1977,5.3
85,1978,5.4
85,1979,6.4
85,1980,5.9
85,1981,5.4
85,1982,6.1
85,1983,5.6
85,1984,6.0
85,1985,5.8
85,1986,5.4
85,1987,5.4
85,1988,6.3
85,1989,5.6
85,1990,5.9
85,1991,5.7
85,1992,5.5
85,1993,5.8
85,1994,5.9
85,1995,6.4
85,1996,6.0
85,1997,6.1
85,1998,6.2
85,1999,6.4
85,2000,6.3
85,2001,5.9
85,2002,6.1
85,2003,5.1
85,2004,5.9
85,2005,6.0
85,2006,5.9
85,2007,6.0
85,2008,6.4
85,2009,6.7
85,2010,6.6
85,2011,6.8
85,2012,6.8
85,2013,7.3
85,2014,7.5
85,2015,7.2
85,2016,7.4
85,2017,7.3
85,2018,7.2
85,2019,7.1
85,2020,6.6
85,2021,7.0
85,2022,7.1
85,2023,7.2
