Age,Year,Population
1,1960,4867.0
1,1961,4895.6
1,1965,5098.4
1,1967,5172.0
1,1970,4738.2
1,1971,4706.4
1,1972,4601.0
1,1973,4451.8
1,1974,4264.4
1,1975,4167.6
1,1976,4087.2
1,1977,3960.6
1,1978,3924.6
1,1979,3950.4
1,1980,4070.2
1,1981,4123.8
1,1982,4231.2
1,1983,4252.2
1,1984,4257.2
1,1985,4240.4
1,1986,4218.4
1,1987,4222.2
1,1988,4258.2
1,1989,4391.2
1,1990,4540.4
1,1991,4785.6
1,1992,4937.6
1,1993,5128.2
1,1994,5270.4
1,1995,5433.2
1,1996,5496.0
1,1997,5627.0
1,1998,5688.4
1,1999,5683.8
1,2000,5692.0
1,2001,5681.0
1,2002,5642.8
1,2003,5587.2
1,2004,5606.4
1,2005,5584.8
1,2006,5546.2
1,2007,5584.0
1,2008,5612.2
1,2009,5702.2
1,2010,5730.4
1,2011,5863.6
1,2012,5912.2
1,2013,6053.0
1,2014,6214.8
1,2015,6336.8
1,2016,6405.2
1,2017,6412.6
1,2018,6451.4
1,2019,6518.4
1,2020,6596.4
1,2021,6651.0
1,2022,6745.0
1,2023,6814.2
1,2024,6784.6
2,1960,4867.0
2,1961,4895.6
2,1965,5098.4
2,1967,5172.0
2,1970,4738.2
2,1971,4706.4
2,1972,4601.0
2,1973,4451.8
2,1974,4264.4
2,1975,4167.6
2,1976,4087.2
2,1977,3960.6
2,1978,3924.6
2,1979,3950.4
2,1980,4070.2
2,1981,4123.8
2,1982,4231.2
2,1983,4252.2
2,1984,4257.2
2,1985,4240.4
2,1986,4218.4
2,1987,4222.2
2,1988,4258.2
2,1989,4391.2
2,1990,4540.4
2,1991,4785.6
2,1992,4937.6
2,1993,5128.2
2,1994,5270.4
2,1995,5433.2
2,1996,5496.0
2,1997,5627.0
2,1998,5688.4
2,1999,5683.8
2,2000,5692.0
2,2001,5681.0
2,2002,5642.8
2,2003,5587.2
2,2004,5606.4
2,2005,5584.8
2,2006,5546.2
2,2007,5584.0
2,2008,5612.2
2,2009,5702.2
2,2010,5730.4
2,2011,5863.6
2,2012,5912.2
2,2013,6053.0
2,2014,6214.8
2,2015,6336.8
2,2016,6405.2
2,2017,6412.6
2,2018,6451.4
2,2019,6518.4
2,2020,6596.4
2,2021,6651.0
2,2022,6745.0
2,2023,6814.2
2,2024,6784.6
3,1960,4867.0
3,1961,4895.6
3,1965,5098.4
3,1967,5172.0
3,1970,4738.2
3,1971,4706.4
3,1972,4601.0
3,1973,4451.8
3,1974,4264.4
3,1975,4167.6
3,1976,4087.2
3,1977,3960.6
3,1978,3924.6
3,1979,3950.4
3,1980,4070.2
3,1981,4123.8
3,1982,4231.2
3,1983,4252.2
3,1984,4257.2
3,1985,4240.4
3,1986,4218.4
3,1987,4222.2
3,1988,4258.2
3,1989,4391.2
3,1990,4540.4
3,1991,4785.6
3,1992,4937.6
3,1993,5128.2
3,1994,5270.4
3,1995,5433.2
3,1996,5496.0
3,1997,5627.0
3,1998,5688.4
3,1999,5683.8
3,2000,5692.0
3,2001,5681.0
3,2002,5642.8
3,2003,5587.2
3,2004,5606.4
3,2005,5584.8
3,2006,5546.2
3,2007,5584.0
3,2008,5612.2
3,2009,5702.2
3,2010,5730.4
3,2011,5863.6
3,2012,5912.2
3,2013,6053.0
3,2014,6214.8
3,2015,6336.8
3,2016,6405.2
3,2017,6412.6
3,2018,6451.4
3,2019,6518.4
3,2020,6596.4
3,2021,6651.0
3,2022,6745.0
3,2023,6814.2
3,2024,6784.6
4,1960,4867.0
4,1961,4895.6
4,1965,5098.4
4,1967,5172.0
4,1970,4738.2
4,1971,4706.4
4,1972,4601.0
4,1973,4451.8
4,1974,4264.4
4,1975,4167.6
4,1976,4087.2
4,1977,3960.6
4,1978,3924.6
4,1979,3950.4
4,1980,4070.2
4,1981,4123.8
4,1982,4231.2
4,1983,4252.2
4,1984,4257.2
4,1985,4240.4
4,1986,4218.4
4,1987,4222.2
4,1988,4258.2
4,1989,4391.2
4,1990,4540.4
4,1991,4785.6
4,1992,4937.6
4,1993,5128.2
4,1994,5270.4
4,1995,5433.2
4,1996,5496.0
4,1997,5627.0
4,1998,5688.4
4,1999,5683.8
4,2000,5692.0
4,2001,5681.0
4,2002,5642.8
4,2003,5587.2
4,2004,5606.4
4,2005,5584.8
4,2006,5546.2
4,2007,5584.0
4,2008,5612.2
4,2009,5702.2
4,2010,5730.4
4,2011,5863.6
4,2012,5912.2
4,2013,6053.0
4,2014,6214.8
4,2015,6336.8
4,2016,6405.2
4,2017,6412.6
4,2018,6451.4
4,2019,6518.4
4,2020,6596.4
4,2021,6651.0
4,2022,6745.0
4,2023,6814.2
4,2024,6784.6
5,1960,4867.0
5,1961,4895.6
5,1965,5098.4
5,1967,5172.0
5,1970,4738.2
5,1971,4706.4
5,1972,4601.0
5,1973,4451.8
5,1974,4264.4
5,1975,4167.6
5,1976,4087.2
5,1977,3960.6
5,1978,3924.6
5,1979,3950.4
5,1980,4070.2
5,1981,4123.8
5,1982,4231.2
5,1983,4252.2
5,1984,4257.2
5,1985,4240.4
5,1986,4218.4
5,1987,4222.2
5,1988,4258.2
5,1989,4391.2
5,1990,4540.4
5,1991,4785.6
5,1992,4937.6
5,1993,5128.2
5,1994,5270.4
5,1995,5433.2
5,1996,5496.0
5,1997,5627.0
5,1998,5688.4
5,1999,5683.8
5,2000,5692.0
5,2001,5681.0
5,2002,5642.8
5,2003,5587.2
5,2004,5606.4
5,2005,5584.8
5,2006,5546.2
5,2007,5584.0
5,2008,5612.2
5,2009,5702.2
5,2010,5730.4
5,2011,5863.6
5,2012,5912.2
5,2013,6053.0
5,2014,6214.8
5,2015,6336.8
5,2016,6405.2
5,2017,6412.6
5,2018,6451.4
5,2019,6518.4
5,2020,6596.4
5,2021,6651.0
5,2022,6745.0
5,2023,6814.2
5,2024,6784.6
6,1960,4473.2
6,1961,4499.4
6,1965,5045.4
6,1967,5118.4
6,1970,5188.6
6,1971,5197.2
6,1972,5193.2
6,1973,5173.4
6,1974,5128.8
6,1975,4995.4
6,1976,4862.2
6,1977,4740.4
6,1978,4542.0
6,1979,4331.2
6,1980,4442.8
6,1981,4298.2
6,1982,4137.4
6,1983,4076.4
6,1984,4056.8
6,1985,4087.6
6,1986,4113.4
6,1987,4204.4
6,1988,4260.8
6,1989,4320.0
6,1990,4364.0
6,1991,4389.2
6,1992,4462.8
6,1993,4556.2
6,1994,4718.2
6,1995,4865.2
6,1996,5110.6
6,1997,5199.0
6,1998,5360.4
6,1999,5507.6
6,2000,5689.2
6,2001,5655.2
6,2002,5771.4
6,2003,5803.0
6,2004,5813.2
6,2005,5840.4
6,2006,5915.8
6,2007,5889.2
6,2008,5881.8
6,2009,5937.2
6,2010,5968.4
6,2011,5931.0
6,2012,5879.4
6,2013,5986.0
6,2014,6078.8
6,2015,6175.0
6,2016,6360.4
6,2017,6451.0
6,2018,6556.8
6,2019,6671.0
6,2020,6798.8
6,2021,6851.8
6,2022,6954.2
6,2023,7111.8
6,2024,7185.6
7,1960,4473.2
7,1961,4499.4
7,1965,5045.4
7,1967,5118.4
7,1970,5188.6
7,1971,5197.2
7,1972,5193.2
7,1973,5173.4
7,1974,5128.8
7,1975,4995.4
7,1976,4862.2
7,1977,4740.4
7,1978,4542.0
7,1979,4331.2
7,1980,4442.8
7,1981,4298.2
7,1982,4137.4
7,1983,4076.4
7,1984,4056.8
7,1985,4087.6
7,1986,4113.4
7,1987,4204.4
7,1988,4260.8
7,1989,4320.0
7,1990,4364.0
7,1991,4389.2
7,1992,4462.8
7,1993,4556.2
7,1994,4718.2
7,1995,4865.2
7,1996,5110.6
7,1997,5199.0
7,1998,5360.4
7,1999,5507.6
7,2000,5689.2
7,2001,5655.2
7,2002,5771.4
7,2003,5803.0
7,2004,5813.2
7,2005,5840.4
7,2006,5915.8
7,2007,5889.2
7,2008,5881.8
7,2009,5937.2
7,2010,5968.4
7,2011,5931.0
7,2012,5879.4
7,2013,5986.0
7,2014,6078.8
7,2015,6175.0
7,2016,6360.4
7,2017,6451.0
7,2018,6556.8
7,2019,6671.0
7,2020,6798.8
7,2021,6851.8
7,2022,6954.2
7,2023,7111.8
7,2024,7185.6
8,1960,4473.2
8,1961,4499.4
8,1965,5045.4
8,1967,5118.4
8,1970,5188.6
8,1971,5197.2
8,1972,5193.2
8,1973,5173.4
8,1974,5128.8
8,1975,4995.4
8,1976,4862.2
8,1977,4740.4
8,1978,4542.0
8,1979,4331.2
8,1980,4442.8
8,1981,4298.2
8,1982,4137.4
8,1983,4076.4
8,1984,4056.8
8,1985,4087.6
8,1986,4113.4
8,1987,4204.4
8,1988,4260.8
8,1989,4320.0
8,1990,4364.0
8,1991,4389.2
8,1992,4462.8
8,1993,4556.2
8,1994,4718.2
8,1995,4865.2
8,1996,5110.6
8,1997,5199.0
8,1998,5360.4
8,1999,5507.6
8,2000,5689.2
8,2001,5655.2
8,2002,5771.4
8,2003,5803.0
8,2004,5813.2
8,2005,5840.4
8,2006,5915.8
8,2007,5889.2
8,2008,5881.8
8,2009,5937.2
8,2010,5968.4
8,2011,5931.0
8,2012,5879.4
8,2013,5986.0
8,2014,6078.8
8,2015,6175.0
8,2016,6360.4
8,2017,6451.0
8,2018,6556.8
8,2019,6671.0
8,2020,6798.8
8,2021,6851.8
8,2022,6954.2
8,2023,7111.8
8,2024,7185.6
9,1960,4473.2
9,1961,4499.4
9,1965,5045.4
9,1967,5118.4
9,1970,5188.6
9,1971,5197.2
9,1972,5193.2
9,1973,5173.4
9,1974,5128.8
9,1975,4995.4
9,1976,4862.2
9,1977,4740.4
9,1978,4542.0
9,1979,4331.2
9,1980,4442.8
9,1981,4298.2
9,1982,4137.4
9,1983,4076.4
9,1984,4056.8
9,1985,4087.6
9,1986,4113.4
9,1987,4204.4
9,1988,4260.8
9,1989,4320.0
9,1990,4364.0
9,1991,4389.2
9,1992,4462.8
9,1993,4556.2
9,1994,4718.2
9,1995,4865.2
9,1996,5110.6
9,1997,5199.0
9,1998,5360.4
9,1999,5507.6
9,2000,5689.2
9,2001,5655.2
9,2002,5771.4
9,2003,5803.0
9,2004,5813.2
9,2005,5840.4
9,2006,5915.8
9,2007,5889.2
9,2008,5881.8
9,2009,5937.2
9,2010,5968.4
9,2011,5931.0
9,2012,5879.4
9,2013,5986.0
9,2014,6078.8
9,2015,6175.0
9,2016,6360.4
9,2017,6451.0
9,2018,6556.8
9,2019,6671.0
9,2020,6798.8
9,2021,6851.8
9,2022,6954.2
9,2023,7111.8
9,2024,7185.6
10,1960,4473.2
10,1961,4499.4
10,1965,5045.4
10,1967,5118.4
10,1970,5188.6
10,1971,5197.2
10,1972,5193.2
10,1973,5173.4
10,1974,5128.8
10,1975,4995.4
10,1976,4862.2
10,1977,4740.4
10,1978,4542.0
10,1979,4331.2
10,1980,4442.8
10,1981,4298.2
10,1982,4137.4
10,1983,4076.4
10,1984,4056.8
10,1985,4087.6
10,1986,4113.4
10,1987,4204.4
10,1988,4260.8
10,1989,4320.0
10,1990,4364.0
10,1991,4389.2
10,1992,4462.8
10,1993,4556.2
10,1994,4718.2
10,1995,4865.2
10,1996,5110.6
10,1997,5199.0
10,1998,5360.4
10,1999,5507.6
10,2000,5689.2
10,2001,5655.2
10,2002,5771.4
10,2003,5803.0
10,2004,5813.2
10,2005,5840.4
10,2006,5915.8
10,2007,5889.2
10,2008,5881.8
10,2009,5937.2
10,2010,5968.4
10,2011,5931.0
10,2012,5879.4
10,2013,5986.0
10,2014,6078.8
10,2015,6175.0
10,2016,6360.4
10,2017,6451.0
10,2018,6556.8
10,2019,6671.0
10,2020,6798.8
10,2021,6851.8
10,2022,6954.2
10,2023,7111.8
10,2024,7185.6
11,1960,4032.4
11,1961,4056.2
11,1965,4731.2
11,1967,4799.6
11,1970,5060.2
11,1971,5129.8
11,1972,5193.0
11,1973,5216.8
11,1974,5266.4
11,1975,5277.4
11,1976,5302.2
11,1977,5291.2
11,1978,5233.0
11,1979,5146.4
11,1980,5264.4
11,1981,5135.0
11,1982,5002.6
11,1983,4795.0
11,1984,4557.4
11,1985,4362.2
11,1986,4206.8
11,1987,4080.6
11,1988,4052.2
11,1989,4095.6
11,1990,4175.6
11,1991,4250.6
11,1992,4366.6
11,1993,4450.8
11,1994,4530.6
11,1995,4582.4
11,1996,4603.8
11,1997,4665.6
11,1998,4746.6
11,1999,4895.0
11,2000,5036.4
11,2001,5287.6
11,2002,5376.0
11,2003,5501.0
11,2004,5612.8
11,2005,5741.0
11,2006,5839.8
11,2007,5981.4
11,2008,6069.8
11,2009,6079.2
11,2010,6123.4
11,2011,6214.0
11,2012,6203.4
11,2013,6207.6
11,2014,6217.2
11,2015,6237.6
11,2016,6212.6
11,2017,6321.0
11,2018,6416.2
11,2019,6532.0
11,2020,6620.2
11,2021,6776.2
11,2022,6835.4
11,2023,7037.0
11,2024,7179.2
12,1960,4032.4
12,1961,4056.2
12,1965,4731.2
12,1967,4799.6
12,1970,5060.2
12,1971,5129.8
12,1972,5193.0
12,1973,5216.8
12,1974,5266.4
12,1975,5277.4
12,1976,5302.2
12,1977,5291.2
12,1978,5233.0
12,1979,5146.4
12,1980,5264.4
12,1981,5135.0
12,1982,5002.6
12,1983,4795.0
12,1984,4557.4
12,1985,4362.2
12,1986,4206.8
12,1987,4080.6
12,1988,4052.2
12,1989,4095.6
12,1990,4175.6
12,1991,4250.6
12,1992,4366.6
12,1993,4450.8
12,1994,4530.6
12,1995,4582.4
12,1996,4603.8
12,1997,4665.6
12,1998,4746.6
12,1999,4895.0
12,2000,5036.4
12,2001,5287.6
12,2002,5376.0
12,2003,5501.0
12,2004,5612.8
12,2005,5741.0
12,2006,5839.8
12,2007,5981.4
12,2008,6069.8
12,2009,6079.2
12,2010,6123.4
12,2011,6214.0
12,2012,6203.4
12,2013,6207.6
12,2014,6217.2
12,2015,6237.6
12,2016,6212.6
12,2017,6321.0
12,2018,6416.2
12,2019,6532.0
12,2020,6620.2
12,2021,6776.2
12,2022,6835.4
12,2023,7037.0
12,2024,7179.2
13,1960,4032.4
13,1961,4056.2
13,1965,4731.2
13,1967,4799.6
13,1970,5060.2
13,1971,5129.8
13,1972,5193.0
13,1973,5216.8
13,1974,5266.4
13,1975,5277.4
13,1976,5302.2
13,1977,5291.2
13,1978,5233.0
13,1979,5146.4
13,1980,5264.4
13,1981,5135.0
13,1982,5002.6
13,1983,4795.0
13,1984,4557.4
13,1985,4362.2
13,1986,4206.8
13,1987,4080.6
13,1988,4052.2
13,1989,4095.6
13,1990,4175.6
13,1991,4250.6
13,1992,4366.6
13,1993,4450.8
13,1994,4530.6
13,1995,4582.4
13,1996,4603.8
13,1997,4665.6
13,1998,4746.6
13,1999,4895.0
13,2000,5036.4
13,2001,5287.6
13,2002,5376.0
13,2003,5501.0
13,2004,5612.8
13,2005,5741.0
13,2006,5839.8
13,2007,5981.4
13,2008,6069.8
13,2009,6079.2
13,2010,6123.4
13,2011,6214.0
13,2012,6203.4
13,2013,6207.6
13,2014,6217.2
13,2015,6237.6
13,2016,6212.6
13,2017,6321.0
13,2018,6416.2
13,2019,6532.0
13,2020,6620.2
13,2021,6776.2
13,2022,6835.4
13,2023,7037.0
13,2024,7179.2
14,1960,4032.4
14,1961,4056.2
14,1965,4731.2
14,1967,4799.6
14,1970,5060.2
14,1971,5129.8
14,1972,5193.0
14,1973,5216.8
14,1974,5266.4
14,1975,5277.4
14,1976,5302.2
14,1977,5291.2
14,1978,5233.0
14,1979,5146.4
14,1980,5264.4
14,1981,5135.0
14,1982,5002.6
14,1983,4795.0
14,1984,4557.4
14,1985,4362.2
14,1986,4206.8
14,1987,4080.6
14,1988,4052.2
14,1989,4095.6
14,1990,4175.6
14,1991,4250.6
14,1992,4366.6
14,1993,4450.8
14,1994,4530.6
14,1995,4582.4
14,1996,4603.8
14,1997,4665.6
14,1998,4746.6
14,1999,4895.0
14,2000,5036.4
14,2001,5287.6
14,2002,5376.0
14,2003,5501.0
14,2004,5612.8
14,2005,5741.0
14,2006,5839.8
14,2007,5981.4
14,2008,6069.8
14,2009,6079.2
14,2010,6123.4
14,2011,6214.0
14,2012,6203.4
14,2013,6207.6
14,2014,6217.2
14,2015,6237.6
14,2016,6212.6
14,2017,6321.0
14,2018,6416.2
14,2019,6532.0
14,2020,6620.2
14,2021,6776.2
14,2022,6835.4
14,2023,7037.0
14,2024,7179.2
15,1960,4032.4
15,1961,4056.2
15,1965,4731.2
15,1967,4799.6
15,1970,5060.2
15,1971,5129.8
15,1972,5193.0
15,1973,5216.8
15,1974,5266.4
15,1975,5277.4
15,1976,5302.2
15,1977,5291.2
15,1978,5233.0
15,1979,5146.4
15,1980,5264.4
15,1981,5135.0
15,1982,5002.6
15,1983,4795.0
15,1984,4557.4
15,1985,4362.2
15,1986,4206.8
15,1987,4080.6
15,1988,4052.2
15,1989,4095.6
15,1990,4175.6
15,1991,4250.6
15,1992,4366.6
15,1993,4450.8
15,1994,4530.6
15,1995,4582.4
15,1996,4603.8
15,1997,4665.6
15,1998,4746.6
15,1999,4895.0
15,2000,5036.4
15,2001,5287.6
15,2002,5376.0
15,2003,5501.0
15,2004,5612.8
15,2005,5741.0
15,2006,5839.8
15,2007,5981.4
15,2008,6069.8
15,2009,6079.2
15,2010,6123.4
15,2011,6214.0
15,2012,6203.4
15,2013,6207.6
15,2014,6217.2
15,2015,6237.6
15,2016,6212.6
15,2017,6321.0
15,2018,6416.2
15,2019,6532.0
15,2020,6620.2
15,2021,6776.2
15,2022,6835.4
15,2023,7037.0
15,2024,7179.2
16,1960,3934.0
16,1961,3957.0
16,1965,4413.6
16,1967,4477.4
16,1970,4861.0
16,1971,4911.4
16,1972,5151.2
16,1973,5264.0
16,1974,5342.0
16,1975,5421.4
16,1976,5471.2
16,1977,5488.4
16,1978,5491.6
16,1979,5456.8
16,1980,5558.4
16,1981,5609.0
16,1982,5584.4
16,1983,5536.6
16,1984,5416.4
16,1985,5272.0
16,1986,5122.6
16,1987,4988.0
16,1988,4813.6
16,1989,4613.4
16,1990,4489.0
16,1991,4398.8
16,1992,4304.6
16,1993,4284.0
16,1994,4327.8
16,1995,4412.0
16,1996,4488.6
16,1997,4590.2
16,1998,4648.8
16,1999,4713.0
16,2000,4761.8
16,2001,4955.8
16,2002,4977.0
16,2003,5032.4
16,2004,5179.8
16,2005,5292.8
16,2006,5475.2
16,2007,5579.2
16,2008,5724.6
16,2009,5827.6
16,2010,5960.8
16,2011,6077.0
16,2012,6311.4
16,2013,6426.6
16,2014,6490.2
16,2015,6517.8
16,2016,6637.2
16,2017,6649.6
16,2018,6622.6
16,2019,6641.2
16,2020,6666.2
16,2021,6614.2
16,2022,6688.4
16,2023,6854.4
16,2024,7014.8
17,1960,3934.0
17,1961,3957.0
17,1965,4413.6
17,1967,4477.4
17,1970,4861.0
17,1971,4911.4
17,1972,5151.2
17,1973,5264.0
17,1974,5342.0
17,1975,5421.4
17,1976,5471.2
17,1977,5488.4
17,1978,5491.6
17,1979,5456.8
17,1980,5558.4
17,1981,5609.0
17,1982,5584.4
17,1983,5536.6
17,1984,5416.4
17,1985,5272.0
17,1986,5122.6
17,1987,4988.0
17,1988,4813.6
17,1989,4613.4
17,1990,4489.0
17,1991,4398.8
17,1992,4304.6
17,1993,4284.0
17,1994,4327.8
17,1995,4412.0
17,1996,4488.6
17,1997,4590.2
17,1998,4648.8
17,1999,4713.0
17,2000,4761.8
17,2001,4955.8
17,2002,4977.0
17,2003,5032.4
17,2004,5179.8
17,2005,5292.8
17,2006,5475.2
17,2007,5579.2
17,2008,5724.6
17,2009,5827.6
17,2010,5960.8
17,2011,6077.0
17,2012,6311.4
17,2013,6426.6
17,2014,6490.2
17,2015,6517.8
17,2016,6637.2
17,2017,6649.6
17,2018,6622.6
17,2019,6641.2
17,2020,6666.2
17,2021,6614.2
17,2022,6688.4
17,2023,6854.4
17,2024,7014.8
18,1960,3934.0
18,1961,3957.0
18,1965,4413.6
18,1967,4477.4
18,1970,4861.0
18,1971,4911.4
18,1972,5151.2
18,1973,5264.0
18,1974,5342.0
18,1975,5421.4
18,1976,5471.2
18,1977,5488.4
18,1978,5491.6
18,1979,5456.8
18,1980,5558.4
18,1981,5609.0
18,1982,5584.4
18,1983,5536.6
18,1984,5416.4
18,1985,5272.0
18,1986,5122.6
18,1987,4988.0
18,1988,4813.6
18,1989,4613.4
18,1990,4489.0
18,1991,4398.8
18,1992,4304.6
18,1993,4284.0
18,1994,4327.8
18,1995,4412.0
18,1996,4488.6
18,1997,4590.2
18,1998,4648.8
18,1999,4713.0
18,2000,4761.8
18,2001,4955.8
18,2002,4977.0
18,2003,5032.4
18,2004,5179.8
18,2005,5292.8
18,2006,5475.2
18,2007,5579.2
18,2008,5724.6
18,2009,5827.6
18,2010,5960.8
18,2011,6077.0
18,2012,6311.4
18,2013,6426.6
18,2014,6490.2
18,2015,6517.8
18,2016,6637.2
18,2017,6649.6
18,2018,6622.6
18,2019,6641.2
18,2020,6666.2
18,2021,6614.2
18,2022,6688.4
18,2023,6854.4
18,2024,7014.8
19,1960,3934.0
19,1961,3957.0
19,1965,4413.6
19,1967,4477.4
19,1970,4861.0
19,1971,4911.4
19,1972,5151.2
19,1973,5264.0
19,1974,5342.0
19,1975,5421.4
19,1976,5471.2
19,1977,5488.4
19,1978,5491.6
19,1979,5456.8
19,1980,5558.4
19,1981,5609.0
19,1982,5584.4
19,1983,5536.6
19,1984,5416.4
19,1985,5272.0
19,1986,5122.6
19,1987,4988.0
19,1988,4813.6
19,1989,4613.4
19,1990,4489.0
19,1991,4398.8
19,1992,4304.6
19,1993,4284.0
19,1994,4327.8
19,1995,4412.0
19,1996,4488.6
19,1997,4590.2
19,1998,4648.8
19,1999,4713.0
19,2000,4761.8
19,2001,4955.8
19,2002,4977.0
19,2003,5032.4
19,2004,5179.8
19,2005,5292.8
19,2006,5475.2
19,2007,5579.2
19,2008,5724.6
19,2009,5827.6
19,2010,5960.8
19,2011,6077.0
19,2012,6311.4
19,2013,6426.6
19,2014,6490.2
19,2015,6517.8
19,2016,6637.2
19,2017,6649.6
19,2018,6622.6
19,2019,6641.2
19,2020,6666.2
19,2021,6614.2
19,2022,6688.4
19,2023,6854.4
19,2024,7014.8
20,1960,3934.0
20,1961,3957.0
20,1965,4413.6
20,1967,4477.4
20,1970,4861.0
20,1971,4911.4
20,1972,5151.2
20,1973,5264.0
20,1974,5342.0
20,1975,5421.4
20,1976,5471.2
20,1977,5488.4
20,1978,5491.6
20,1979,5456.8
20,1980,5558.4
20,1981,5609.0
20,1982,5584.4
20,1983,5536.6
20,1984,5416.4
20,1985,5272.0
20,1986,5122.6
20,1987,4988.0
20,1988,4813.6
20,1989,4613.4
20,1990,4489.0
20,1991,4398.8
20,1992,4304.6
20,1993,4284.0
20,1994,4327.8
20,1995,4412.0
20,1996,4488.6
20,1997,4590.2
20,1998,4648.8
20,1999,4713.0
20,2000,4761.8
20,2001,4955.8
20,2002,4977.0
20,2003,5032.4
20,2004,5179.8
20,2005,5292.8
20,2006,5475.2
20,2007,5579.2
20,2008,5724.6
20,2009,5827.6
20,2010,5960.8
20,2011,6077.0
20,2012,6311.4
20,2013,6426.6
20,2014,6490.2
20,2015,6517.8
20,2016,6637.2
20,2017,6649.6
20,2018,6622.6
20,2019,6641.2
20,2020,6666.2
20,2021,6614.2
20,2022,6688.4
20,2023,6854.4
20,2024,7014.8
21,1960,4307.2
21,1961,4332.6
21,1965,4346.2
21,1967,4408.8
21,1970,4547.8
21,1971,4571.0
21,1972,4753.4
21,1973,4974.8
21,1974,5208.2
21,1975,5510.0
21,1976,5691.2
21,1977,5838.8
21,1978,5921.0
21,1979,5936.6
21,1980,5706.0
21,1981,5824.6
21,1982,5870.4
21,1983,5868.6
21,1984,5890.6
21,1985,5928.6
21,1986,5949.0
21,1987,5946.0
21,1988,5901.2
21,1989,5724.6
21,1990,5711.6
21,1991,5641.0
21,1992,5562.4
21,1993,5461.4
21,1994,5346.0
21,1995,5201.0
21,1996,5153.4
21,1997,5001.0
21,1998,4893.8
21,1999,4911.2
21,2000,5013.6
21,2001,5149.8
21,2002,5197.4
21,2003,5187.4
21,2004,5370.6
21,2005,5501.4
21,2006,5589.2
21,2007,5646.4
21,2008,5704.8
21,2009,5849.0
21,2010,5950.2
21,2011,6134.2
21,2012,6432.0
21,2013,6638.2
21,2014,6743.0
21,2015,6940.6
21,2016,7075.4
21,2017,7408.0
21,2018,7567.2
21,2019,7607.6
21,2020,7708.0
21,2021,7742.8
21,2022,7751.4
21,2023,7778.4
21,2024,7826.4
22,1960,4307.2
22,1961,4332.6
22,1965,4346.2
22,1967,4408.8
22,1970,4547.8
22,1971,4571.0
22,1972,4753.4
22,1973,4974.8
22,1974,5208.2
22,1975,5510.0
22,1976,5691.2
22,1977,5838.8
22,1978,5921.0
22,1979,5936.6
22,1980,5706.0
22,1981,5824.6
22,1982,5870.4
22,1983,5868.6
22,1984,5890.6
22,1985,5928.6
22,1986,5949.0
22,1987,5946.0
22,1988,5901.2
22,1989,5724.6
22,1990,5711.6
22,1991,5641.0
22,1992,5562.4
22,1993,5461.4
22,1994,5346.0
22,1995,5201.0
22,1996,5153.4
22,1997,5001.0
22,1998,4893.8
22,1999,4911.2
22,2000,5013.6
22,2001,5149.8
22,2002,5197.4
22,2003,5187.4
22,2004,5370.6
22,2005,5501.4
22,2006,5589.2
22,2007,5646.4
22,2008,5704.8
22,2009,5849.0
22,2010,5950.2
22,2011,6134.2
22,2012,6432.0
22,2013,6638.2
22,2014,6743.0
22,2015,6940.6
22,2016,7075.4
22,2017,7408.0
22,2018,7567.2
22,2019,7607.6
22,2020,7708.0
22,2021,7742.8
22,2022,7751.4
22,2023,7778.4
22,2024,7826.4
23,1960,4307.2
23,1961,4332.6
23,1965,4346.2
23,1967,4408.8
23,1970,4547.8
23,1971,4571.0
23,1972,4753.4
23,1973,4974.8
23,1974,5208.2
23,1975,5510.0
23,1976,5691.2
23,1977,5838.8
23,1978,5921.0
23,1979,5936.6
23,1980,5706.0
23,1981,5824.6
23,1982,5870.4
23,1983,5868.6
23,1984,5890.6
23,1985,5928.6
23,1986,5949.0
23,1987,5946.0
23,1988,5901.2
23,1989,5724.6
23,1990,5711.6
23,1991,5641.0
23,1992,5562.4
23,1993,5461.4
23,1994,5346.0
23,1995,5201.0
23,1996,5153.4
23,1997,5001.0
23,1998,4893.8
23,1999,4911.2
23,2000,5013.6
23,2001,5149.8
23,2002,5197.4
23,2003,5187.4
23,2004,5370.6
23,2005,5501.4
23,2006,5589.2
23,2007,5646.4
23,2008,5704.8
23,2009,5849.0
23,2010,5950.2
23,2011,6134.2
23,2012,6432.0
23,2013,6638.2
23,2014,6743.0
23,2015,6940.6
23,2016,7075.4
23,2017,7408.0
23,2018,7567.2
23,2019,7607.6
23,2020,7708.0
23,2021,7742.8
23,2022,7751.4
23,2023,7778.4
23,2024,7826.4
24,1960,4307.2
24,1961,4332.6
24,1965,4346.2
24,1967,4408.8
24,1970,4547.8
24,1971,4571.0
24,1972,4753.4
24,1973,4974.8
24,1974,5208.2
24,1975,5510.0
24,1976,5691.2
24,1977,5838.8
24,1978,5921.0
24,1979,5936.6
24,1980,5706.0
24,1981,5824.6
24,1982,5870.4
24,1983,5868.6
24,1984,5890.6
24,1985,5928.6
24,1986,5949.0
24,1987,5946.0
24,1988,5901.2
24,1989,5724.6
24,1990,5711.6
24,1991,5641.0
24,1992,5562.4
24,1993,5461.4
24,1994,5346.0
24,1995,5201.0
24,1996,5153.4
24,1997,5001.0
24,1998,4893.8
24,1999,4911.2
24,2000,5013.6
24,2001,5149.8
24,2002,5197.4
24,2003,5187.4
24,2004,5370.6
24,2005,5501.4
24,2006,5589.2
24,2007,5646.4
