Age,Year,Population
80,2007,3043.2
80,2008,3027.0
80,2009,3018.4
80,2010,2988.4
80,2011,2937.4
80,2012,2899.4
80,2013,2930.0
80,2014,2987.0
80,2015,3102.6
80,2016,3151.2
80,2017,3171.0
80,2018,3215.4
80,2019,3252.0
80,2020,3258.4
80,2021,3287.4
80,2022,3427.2
80,2023,3580.8
80,2024,3732.2
81,1961,682.8
81,1971,780.4
81,1972,789.0
81,1973,808.2
81,1974,845.2
81,1975,883.8
81,1976,910.8
81,1977,942.4
81,1978,982.2
81,1979,1000.6
81,1980,975.2
81,1981,1008.4
81,1982,1046.2
81,1983,1089.6
81,1984,1137.8
81,1985,1156.8
81,1986,1189.4
81,1987,1222.4
81,1988,1283.8
81,1989,1341.8
81,1990,1413.0
81,1991,1464.8
81,1992,1561.2
81,1993,1599.0
81,1994,1612.8
81,1995,1624.2
81,1996,1602.0
81,1997,1526.6
81,1998,1433.6
81,1999,1356.2
81,2000,1311.2
81,2001,1356.6
81,2002,1454.4
81,2003,1551.6
81,2004,1674.0
81,2005,1774.8
81,2006,1815.0
81,2007,1886.6
81,2008,1988.8
81,2009,2067.0
81,2010,2178.6
81,2011,2296.6
81,2012,2368.2
81,2013,2388.2
81,2014,2407.4
81,2015,2398.2
81,2016,2389.0
81,2017,2362.4
81,2018,2400.4
81,2019,2454.0
81,2020,2533.6
81,2021,2556.4
81,2022,2561.4
81,2023,2605.4
81,2024,2639.6
82,1961,682.8
82,1971,780.4
82,1972,789.0
82,1973,808.2
82,1974,845.2
82,1975,883.8
82,1976,910.8
82,1977,942.4
82,1978,982.2
82,1979,1000.6
82,1980,975.2
82,1981,1008.4
82,1982,1046.2
82,1983,1089.6
82,1984,1137.8
82,1985,1156.8
82,1986,1189.4
82,1987,1222.4
82,1988,1283.8
82,1989,1341.8
82,1990,1413.0
82,1991,1464.8
82,1992,1561.2
82,1993,1599.0
82,1994,1612.8
82,1995,1624.2
82,1996,1602.0
82,1997,1526.6
82,1998,1433.6
82,1999,1356.2
82,2000,1311.2
82,2001,1356.6
82,2002,1454.4
82,2003,1551.6
82,2004,1674.0
82,2005,1774.8
82,2006,1815.0
82,2007,1886.6
82,2008,1988.8
82,2009,2067.0
82,2010,2178.6
82,2011,2296.6
82,2012,2368.2
82,2013,2388.2
82,2014,2407.4
82,2015,2398.2
82,2016,2389.0
82,2017,2362.4
82,2018,2400.4
82,2019,2454.0
82,2020,2533.6
82,2021,2556.4
82,2022,2561.4
82,2023,2605.4
82,2024,2639.6
83,1961,682.8
83,1971,780.4
83,1972,789.0
83,1973,808.2
83,1974,845.2
83,1975,883.8
83,1976,910.8
83,1977,942.4
83,1978,982.2
83,1979,1000.6
83,1980,975.2
83,1981,1008.4
83,1982,1046.2
83,1983,1089.6
83,1984,1137.8
83,1985,1156.8
83,1986,1189.4
83,1987,1222.4
83,1988,1283.8
83,1989,1341.8
83,1990,1413.0
83,1991,1464.8
83,1992,1561.2
83,1993,1599.0
83,1994,1612.8
83,1995,1624.2
83,1996,1602.0
83,1997,1526.6
83,1998,1433.6
83,1999,1356.2
83,2000,1311.2
83,2001,1356.6
83,2002,1454.4
83,2003,1551.6
83,2004,1674.0
83,2005,1774.8
83,2006,1815.0
83,2007,1886.6
83,2008,1988.8
83,2009,2067.0
83,2010,2178.6
83,2011,2296.6
83,2012,2368.2
83,2013,2388.2
83,2014,2407.4
83,2015,2398.2
83,2016,2389.0
83,2017,2362.4
83,2018,2400.4
83,2019,2454.0
83,2020,2533.6
83,2021,2556.4
83,2022,2561.4
83,2023,2605.4
83,2024,2639.6
84,1961,682.8
84,1971,780.4
84,1972,789.0
84,1973,808.2
84,1974,845.2
84,1975,883.8
84,1976,910.8
84,1977,942.4
84,1978,982.2
84,1979,1000.6
84,1980,975.2
84,1981,1008.4
84,1982,1046.2
84,1983,1089.6
84,1984,1137.8
84,1985,1156.8
84,1986,1189.4
84,1987,1222.4
84,1988,1283.8
84,1989,1341.8
84,1990,1413.0
84,1991,1464.8
84,1992,1561.2
84,1993,1599.0
84,1994,1612.8
84,1995,1624.2
84,1996,1602.0
84,1997,1526.6
84,1998,1433.6
84,1999,1356.2
84,2000,1311.2
84,2001,1356.6
84,2002,1454.4
84,2003,1551.6
84,2004,1674.0
84,2005,1774.8
84,2006,1815.0
84,2007,1886.6
84,2008,1988.8
84,2009,2067.0
84,2010,2178.6
84,2011,2296.6
84,2012,2368.2
84,2013,2388.2
84,2014,2407.4
84,2015,2398.2
84,2016,2389.0
84,2017,2362.4
84,2018,2400.4
84,2019,2454.0
84,2020,2533.6
84,2021,2556.4
84,2022,2561.4
84,2023,2605.4
84,2024,2639.6
85,1961,682.8
85,1971,780.4
85,1972,789.0
85,1973,808.2
85,1974,845.2
85,1975,883.8
85,1976,910.8
85,1977,942.4
85,1978,982.2
85,1979,1000.6
85,1980,975.2
85,1981,1008.4
85,1982,1046.2
85,1983,1089.6
85,1984,1137.8
85,1985,1156.8
85,1986,1189.4
85,1987,1222.4
85,1988,1283.8
85,1989,1341.8
85,1990,1413.0
85,1991,1464.8
85,1992,1561.2
85,1993,1599.0
85,1994,1612.8
85,1995,1624.2
85,1996,1602.0
85,1997,1526.6
85,1998,1433.6
85,1999,1356.2
85,2000,1311.2
85,2001,1356.6
85,2002,1454.4
85,2003,1551.6
85,2004,1674.0
85,2005,1774.8
85,2006,1815.0
85,2007,1886.6
85,2008,1988.8
85,2009,2067.0
85,2010,2178.6
85,2011,2296.6
85,2012,2368.2
85,2013,2388.2
85,2014,2407.4
85,2015,2398.2
85,2016,2389.0
85,2017,2362.4
85,2018,2400.4
85,2019,2454.0
85,2020,2533.6
85,2021,2556.4
85,2022,2561.4
85,2023,2605.4
85,2024,2639.6
86,1961,280.2
86,1971,394.2
86,1972,413.8
86,1973,440.0
86,1974,453.8
86,1975,469.4
86,1976,488.0
86,1977,496.8
86,1978,532.4
86,1979,578.2
86,1980,622.2
86,1981,643.4
86,1982,666.4
86,1983,695.4
86,1984,723.4
86,1985,738.6
86,1986,762.2
86,1987,785.4
86,1988,824.0
86,1989,863.4
86,1990,907.2
86,1991,941.2
86,1992,919.8
86,1993,971.0
86,1994,1034.8
86,1995,1100.2
86,1996,1175.0
86,1997,1216.6
86,1998,1272.8
86,1999,1310.8
86,2000,1361.0
86,2001,1240.6
86,2002,1222.6
86,2003,1205.4
86,2004,1148.8
86,2005,1152.8
86,2006,1226.0
86,2007,1282.8
86,2008,1322.4
86,2009,1398.0
86,2010,1469.0
86,2011,1531.8
86,2012,1733.0
86,2013,1820.2
86,2014,1930.0
86,2015,2060.6
86,2016,2178.4
86,2017,2273.0
86,2018,2350.8
86,2019,2402.4
86,2020,2451.4
86,2021,2468.8
86,2022,2519.6
86,2023,2583.8
86,2024,2662.4
87,1961,280.2
87,1971,394.2
87,1972,413.8
87,1973,440.0
87,1974,453.8
87,1975,469.4
87,1976,488.0
87,1977,496.8
87,1978,532.4
87,1979,578.2
87,1980,622.2
87,1981,643.4
87,1982,666.4
87,1983,695.4
87,1984,723.4
87,1985,738.6
87,1986,762.2
87,1987,785.4
87,1988,824.0
87,1989,863.4
87,1990,907.2
87,1991,941.2
87,1992,919.8
87,1993,971.0
87,1994,1034.8
87,1995,1100.2
87,1996,1175.0
87,1997,1216.6
87,1998,1272.8
87,1999,1310.8
87,2000,1361.0
87,2001,1240.6
87,2002,1222.6
87,2003,1205.4
87,2004,1148.8
87,2005,1152.8
87,2006,1226.0
87,2007,1282.8
87,2008,1322.4
87,2009,1398.0
87,2010,1469.0
87,2011,1531.8
87,2012,1733.0
87,2013,1820.2
87,2014,1930.0
87,2015,2060.6
87,2016,2178.4
87,2017,2273.0
87,2018,2350.8
87,2019,2402.4
87,2020,2451.4
87,2021,2468.8
87,2022,2519.6
87,2023,2583.8
87,2024,2662.4
88,1961,280.2
88,1971,394.2
88,1972,413.8
88,1973,440.0
88,1974,453.8
88,1975,469.4
88,1976,488.0
88,1977,496.8
88,1978,532.4
88,1979,578.2
88,1980,622.2
88,1981,643.4
88,1982,666.4
88,1983,695.4
88,1984,723.4
88,1985,738.6
88,1986,762.2
88,1987,785.4
88,1988,824.0
88,1989,863.4
88,1990,907.2
88,1991,941.2
88,1992,919.8
88,1993,971.0
88,1994,1034.8
88,1995,1100.2
88,1996,1175.0
88,1997,1216.6
88,1998,1272.8
88,1999,1310.8
88,2000,1361.0
88,2001,1240.6
88,2002,1222.6
88,2003,1205.4
88,2004,1148.8
88,2005,1152.8
88,2006,1226.0
88,2007,1282.8
88,2008,1322.4
88,2009,1398.0
88,2010,1469.0
88,2011,1531.8
88,2012,1733.0
88,2013,1820.2
88,2014,1930.0
88,2015,2060.6
88,2016,2178.4
88,2017,2273.0
88,2018,2350.8
88,2019,2402.4
88,2020,2451.4
88,2021,2468.8
88,2022,2519.6
88,2023,2583.8
88,2024,2662.4
89,1961,280.2
89,1971,394.2
89,1972,413.8
89,1973,440.0
89,1974,453.8
89,1975,469.4
89,1976,488.0
89,1977,496.8
89,1978,532.4
89,1979,578.2
89,1980,622.2
89,1981,643.4
89,1982,666.4
89,1983,695.4
89,1984,723.4
89,1985,738.6
89,1986,762.2
89,1987,785.4
89,1988,824.0
89,1989,863.4
89,1990,907.2
89,1991,941.2
89,1992,919.8
89,1993,971.0
89,1994,1034.8
89,1995,1100.2
89,1996,1175.0
89,1997,1216.6
89,1998,1272.8
89,1999,1310.8
89,2000,1361.0
89,2001,1240.6
89,2002,1222.6
89,2003,1205.4
89,2004,1148.8
89,2005,1152.8
89,2006,1226.0
89,2007,1282.8
89,2008,1322.4
89,2009,1398.0
89,2010,1469.0
89,2011,1531.8
89,2012,1733.0
89,2013,1820.2
89,2014,1930.0
89,2015,2060.6
89,2016,2178.4
89,2017,2273.0
89,2018,2350.8
89,2019,2402.4
89,2020,2451.4
89,2021,2468.8
89,2022,2519.6
89,2023,2583.8
89,2024,2662.4
90,1961,280.2
90,1971,394.2
90,1972,413.8
90,1973,440.0
90,1974,453.8
90,1975,469.4
90,1976,488.0
90,1977,496.8
90,1978,532.4
90,1979,578.2
90,1980,622.2
90,1981,643.4
90,1982,666.4
90,1983,695.4
90,1984,723.4
90,1985,738.6
90,1986,762.2
90,1987,785.4
90,1988,824.0
90,1989,863.4
90,1990,907.2
90,1991,941.2
90,1992,919.8
90,1993,971.0
90,1994,1034.8
90,1995,1100.2
90,1996,1175.0
90,1997,1216.6
90,1998,1272.8
90,1999,1310.8
90,2000,1361.0
90,2001,1240.6
90,2002,1222.6
90,2003,1205.4
90,2004,1148.8
90,2005,1152.8
90,2006,1226.0
90,2007,1282.8
90,2008,1322.4
90,2009,1398.0
90,2010,1469.0
90,2011,1531.8
90,2012,1733.0
90,2013,1820.2
90,2014,1930.0
90,2015,2060.6
90,2016,2178.4
90,2017,2273.0
90,2018,2350.8
90,2019,2402.4
90,2020,2451.4
90,2021,2468.8
90,2022,2519.6
90,2023,2583.8
90,2024,2662.4
